Number,SMILES,IUPAC name,Name,MW
578,CC[C@@H]1OC(=O)C[C@H](O)[C@@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@H](C[C@@H](C)C(=O)\C=C\C(\C)=C/[C@@H]1CO[C@H]1O[C@@H](C)[C@H](O)[C@H](OC)[C@@H]1OC)C=O,"(4S,5R,6R,7S,9R,11E,13Z,15R,16S)-6-{[(2R,3R,4R,5S,6R)-5-{[(2S,4R,5S,6S)-4,5-dihydroxy-4,6-dimethyloxan-2-yl]oxy}-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy}-16-ethyl-4-hydroxy-15-({[(2S,3S,4S,5S,6S)-5-hydroxy-3,4-dimethoxy-6-methyloxan-2-yl]oxy}methyl)-5,9,13-trimethyl-2,10-dioxo-1-oxacyclohexadeca-11,13-diene-7-carbaldehyde",Tylosin ,902.1
579,CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1N=C(N)NC2=O,"2-[(2-amino-6-oxo-6,9-dihydro-1H-purin-9-yl)methoxy]ethyl (2S)-2-amino-3-methylbutanoate",Valaciclovir,324.3
580,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,"1-[(1S,2S,4S,5S,7S,10R,11S,13S,14R,15S)-5,14-bis(acetyloxy)-2,15-dimethyl-4-(piperidin-1-yl)tetracyclo[8.7.0.0_,_.0__,__]heptadecan-13-yl]-1-methylpiperidin-1-ium",Vecuronium ,557.8
581,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,1-[2-(dimethylamino)-1-(4-methoxyphenyl)ethyl]cyclohexan-1-ol,Venlafaxine ,277.4
582,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,"(2R,3S,4S,5R)-2-(6-amino-9H-purin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",Vidarabine,267.2
583,CC(C)NNC(=O)C1=CC=NC=C1,N'-(propan-2-yl)pyridine-4-carbohydrazide,Iproniazid,179.2
584,N\C(NCC1=CC=CC=C1)=N/C(=O)C1=C(N)N=C(N)C(Cl)=N1,"3,5-diamino-N-[(1E)-amino(benzylamino)methylidene]-6-chloropyrazine-2-carboxamide",Benzamil,319.8
585,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,"1-butyl-N-(2,6-dimethylphenyl)piperidine-2-carboxamide",Bupivacaine ,288.4
586,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1,"1-[(4-fluorophenyl)methyl]-N-{1-[2-(4-methoxyphenyl)ethyl]piperidin-4-yl}-1H-1,3-benzodiazol-2-amine",Astemizole,458.6
587,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=C1C=CC=C2,"2-(1-methylpiperidin-4-ylidene)-6-thiatricyclo[8.4.0.0_,_]tetradeca-1(10),3(7),4,11,13-pentaen-8-one",Ketotifen ,309.4
588,Cl.[H][C@@]1(CC[C@](CC1)(C#N)C1=CC=C(F)C=C1)N1CC[C@]([C@H](C)C1)(C(O)=O)C1=CC=CC=C1,"(3S,4R)-3-methyl-4-phenyl-1-[(1s,4s)-4-cyano-4-(4-fluorophenyl)cyclohexyl]piperidine-4-carboxylic acid hydrochloride",Levocabastine ,457
589,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,"(1S,5R,13R,17S)-10,17-dihydroxy-4-(prop-2-en-1-yl)-12-oxa-4-azapentacyclo[9.6.1.0_,__.0_,__.0_,__]octadeca-7,9,11(18)-trien-14-one",Naloxone,327.4
590,OC1=C2O[C@H]3\C(CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC=C)=N\N=C1/CC[C@@]2(O)[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3CC=C)=C(O)C=C4,"(1S,5R,13R,14E,17S)-14-{2-[(1S,5R,13R,14E,17S)-10,17-dihydroxy-4-(prop-2-en-1-yl)-12-oxa-4-azapentacyclo[9.6.1.0_,__.0_,__.0_,__]octadeca-7(18),8,10-trien-14-ylidene]hydrazin-1-ylidene}-4-(prop-2-en-1-yl)-12-oxa-4-azapentacyclo[9.6.1.0_,__.0_,__.0_,__]octadeca-7(18),8,10-triene-10,17-diol",Naloxonazine ,650.8
591,COC1=CC2=C(C=C1)C1=CC=NC(C)=C1N2,"7-methoxy-1-methyl-9H-pyrido[3,4-b]indole",Harmine,212.2
592,CN(C)CCCSC1=C(NC(=O)\C=C\C2=CC=CC=C2)C=CC=C1,(2E)-N-(2-{[3-(dimethylamino)propyl]sulfanyl}phenyl)-3-phenylprop-2-enamide,Cinanserin,340.5
593,CN(C)CCN1C2=C(C=CC=C2)N(C)C2=C(C=CC=C2)C1=O,"9-[2-(dimethylamino)ethyl]-2-methyl-2,9-diazatricyclo[9.4.0.0_,_]pentadeca-1(11),3(8),4,6,12,14-hexaen-10-one",Dibenzepine,295.4
594,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,"(2R,4R,7R)-N-[(1S,2S,4R,7S)-7-benzyl-2-hydroxy-5,8-dioxo-4-(propan-2-yl)-3-oxa-6,9-diazatricyclo[7.3.0.0_,_]dodecan-4-yl]-6-methyl-6,11-diazatetracyclo[7.6.1.0_,_.0__,__]hexadeca-1(16),9,12,14-tetraene-4-carboxamide",Dihydroergocristine ,611.7
595,CN1CCN(CC1)C1=NC2=C(CC3=C1C=CC=C3)C=CC(F)=C2,"6-fluoro-10-(4-methylpiperazin-1-yl)-9-azatricyclo[9.4.0.0_,_]pentadeca-1(11),3(8),4,6,9,12,14-heptaene",Fluperlapine,309.4
596,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,methyl({3-phenyl-3-[4-(trifluoromethyl)phenoxy]propyl})amine,Fluoxetine ,309.3
597,CN1C2=C(C3=C1C=CC=C3)C(=O)C(CN1C=CN=C1C)CC2,"9-methyl-3-[(2-methyl-1H-imidazol-1-yl)methyl]-2,3,4,9-tetrahydro-1H-carbazol-4-one",Ondansetron,293.4
598,FC1=CC=C(C=C1)C(=O)C1CCN(CCN2C(=O)NC3=C(C=CC=C3)C2=O)CC1,"3-{2-[4-(4-fluorobenzoyl)piperidin-1-yl]ethyl}-1,2,3,4-tetrahydroquinazoline-2,4-dione",Ketanserin ,395.4
599,[Br-].[H][C@]12C[C@@H](C[C@]([H])([C@H]3O[C@@H]13)[N+]2(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,"(1R,2R,4S,5S,7R)-7-{[2-hydroxy-2,2-bis(thiophen-2-yl)acetyl]oxy}-9,9-dimethyl-3-oxa-9-azatricyclo[3.3.1.0_,_]nonan-9-ium bromide",Tiotropium Bromide,472.4
600,OS(=O)(=O)C1=CC=CC=C1.CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2,2-methanesulfinyl-10-[2-(1-methylpiperidin-2-yl)ethyl]-10H-phenothiazine; benzenesulfonic acid,Mesoridazine besylate,544.7
601,CSC1=CC=C2SC3=C(C=CC=C3)N(CCC3CCCCN3C)C2=C1,10-[2-(1-methylpiperidin-2-yl)ethyl]-2-(methylsulfanyl)-10H-phenothiazine,Thioridazine ,370.6
602,CN(C1CCCCC1)C(=O)CCCOC1=CC2=C(NC(=O)C=C2)C=C1,"N-cyclohexyl-N-methyl-4-[(2-oxo-1,2-dihydroquinolin-6-yl)oxy]butanamide",Cilostamide,342.4
603,CCOC(=O)C1=C(NN=C(C)C)C2=C(N=C1)N(CC)N=C2,"ethyl 1-ethyl-4-[2-(propan-2-ylidene)hydrazin-1-yl]-1H-pyrazolo[3,4-b]pyridine-5-carboxylate",Etazolate,289.3
604,NC1=CC(=CNC1=O)C1=CC=NC=C1,"3-amino-5-(pyridin-4-yl)-1,2-dihydropyridin-2-one",amrinone,187.2
605,NC1=NC(=NC(N)=N1)C1=C(Cl)C=CC(Cl)=C1,"6-(2,5-dichlorophenyl)-1,3,5-triazine-2,4-diamine",Irsogladine ,256.1
606,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,"6-methyl-2-oxo-5-(pyridin-4-yl)-1,2-dihydropyridine-3-carbonitrile",Milrinone,211.2
607,COC1=C(OC2CCCC2)C=C(C=C1)C1CNC(=O)C1,4-[3-(cyclopentyloxy)-4-methoxyphenyl]pyrrolidin-2-one,Rolipram,275.3
608,CN\C(NC#N)=N/C1=CC=C(C=C1)C1=NNC(=O)CC1C,"(E)-1-cyano-3-methyl-2-[4-(4-methyl-6-oxo-1,4,5,6-tetrahydropyridazin-3-yl)phenyl]guanidine",Siguazodan,284.3
609,Cl.Cl.COC1=CC2=C(C=C1OC)C1=C\C(=N/C3=C(C)C=C(C)C=C3C)N(C)C(=O)N1CC2,"(2E)-9,10-dimethoxy-3-methyl-2-[(2,4,6-trimethylphenyl)imino]-2H,3H,4H,6H,7H-pyrimido[4,3-a]isoquinolin-4-one dihydrochloride",Trequinsin ,478.4
610,[H][C@]12N3CCC[C@@]1(CC)C=C(N1C4=C(C=CC=C4)C(CC3)=C21)C(=O)OCC,"ethyl (15S,19S)-15-ethyl-1,11-diazapentacyclo[9.6.2.0_,_.0_,__.0__,__]nonadeca-2(7),3,5,8(18),16-pentaene-17-carboxylate",Vinpocetine,350.5
611,CCCOC1=C(C=CC=C1)C1=NC(=O)C2=C(N1)N=NN2,"5-(2-propoxyphenyl)-1H,4H,7H-[1,2,3]triazolo[4,5-d]pyrimidin-7-one",Zaprinast,271.3
612,COC1=CC(=CC=C1OC(F)F)C1=NNC(=O)C=C1,"6-[4-(difluoromethoxy)-3-methoxyphenyl]-2,3-dihydropyridazin-3-one",Zardaverine,268.2
613,[H][C@]1(\C=C\[C@@H](O)CCCCC)[C@H](O)CC(=O)[C@]1([H])CCCCCCC(O)=O,"7-[(1R,2R,3R)-3-hydroxy-2-[(1E,3S)-3-hydroxyoct-1-en-1-yl]-5-oxocyclopentyl]heptanoic acid",Alprostadil,354.5
614,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,"methyl 7-[(1R,2R,3R)-3-hydroxy-2-[(1E)-4-hydroxy-4-methyloct-1-en-1-yl]-5-oxocyclopentyl]heptanoate",Misoprostol,382.5
615,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,"(2R,4R)-1-[(2S)-5-carbamimidamido-2-(3-methyl-1,2,3,4-tetrahydroquinoline-8-sulfonamido)pentanoyl]-4-methylpiperidine-2-carboxylic acid",Argatroban,508.6
616,CC1(C)C[C@H]1C(=O)N\C(=C/CCCCSC[C@@H](N)C(O)=O)C(O)=O,"(2Z)-7-{[(2S)-2-amino-2-carboxyethyl]sulfanyl}-2-{[(1R)-2,2-dimethylcyclopropyl]formamido}hept-2-enoic acid",Cilastatin,358.5
617,[H][C@@]1(C)CC[C@@]2([H])[C@@]([H])(C)[C@@]([H])(OC(=O)CCC(O)=O)O[C@]3([H])O[C@]4(C)CC[C@]1([H])[C@@]23OO4,"4-oxo-4-{[(1S,4S,5R,8S,9R,10R,12R,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.0_,__.0_,__]hexadecan-10-yl]oxy}butanoic acid",Artesunate,384.4
618,COC1=C(C=C(C=C1)C(=O)NCC1=CC=CN=C1)C(=O)NCC1=CC=CN=C1,"4-methoxy-1-N,3-N-bis(pyridin-3-ylmethyl)benzene-1,3-dicarboxamide",Picotamide,376.4
619,O[N+]([O-])=O.ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1,"1-[4-(4-chlorophenyl)-2-[(2,6-dichlorophenyl)sulfanyl]butyl]-1H-imidazole; nitric acid",Butoconazole nitrate,474.8
620,[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H],"(10S,11S,14S,15S,17R)-17-[4-(dimethylamino)phenyl]-14-hydroxy-15-methyl-14-(prop-1-yn-1-yl)tetracyclo[8.7.0.0_,_.0__,__]heptadeca-1,6-dien-5-one",Mifepristone,429.6
621,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,"(1S,2R,10R,11S,14R,15S)-14-acetyl-2,8,15-trimethyl-5-oxotetracyclo[8.7.0.0_,_.0__,__]heptadeca-6,8-dien-14-yl acetate",Megestrol Acetate,384.5
622,[H][C@@]12CC(=C)[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,"(1S,2R,10R,11S,14R,15S)-14-acetyl-2,8,15-trimethyl-13-methylidene-5-oxotetracyclo[8.7.0.0_,_.0__,__]heptadeca-6,8-dien-14-yl acetate",Melengestrol Acetate,396.5
623,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,"(2-{4-[(1Z)-1,2-diphenylbut-1-en-1-yl]phenoxy}ethyl)dimethylamine",Tamoxifen ,371.5
624,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,"(3S)-oxolan-3-yl N-[(2S,3R)-3-hydroxy-4-[N-(2-methylpropyl)4-aminobenzenesulfonamido]-1-phenylbutan-2-yl]carbamate",Amprenavir,505.6
625,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)NN2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,"5-{[(2R,3S)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholin-4-yl]methyl}-2,3-dihydro-1H-1,2,4-triazol-3-one",Aprepitant,534.4
626,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1,4-tert-butyl-N-[6-(2-hydroxyethoxy)-5-(2-methoxyphenoxy)-2-(pyrimidin-2-yl)pyrimidin-4-yl]benzene-1-sulfonamide,Bosentan,551.6
627,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1,"(4S)-6-chloro-4-(2-cyclopropylethynyl)-4-(trifluoromethyl)-2,4-dihydro-1H-3,1-benzoxazin-2-one",Efavirenz,315.7
628,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C,"2-[(4R)-4-[(1S,2S,5R,7S,9R,10R,11S,14R,15R,16S)-5,9,16-trihydroxy-2,15-dimethyltetracyclo[8.7.0.0_,_.0__,__]heptadecan-14-yl]pentanamido]ethane-1-sulfonic acid",Taurocholic acid,515.7
629,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,"(2R,3R,4R,5S)-1-butyl-2-(hydroxymethyl)piperidine-3,4,5-triol",Miglustat,219.3
630,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H])C=C(O)C=C3,"(1S,9R,10R,11S,14S,15S)-15-methyl-9-[9-(4,4,5,5,5-pentafluoropentanesulfinyl)nonyl]tetracyclo[8.7.0.0_,_.0__,__]heptadeca-2(7),3,5-triene-5,14-diol",Fulvestrant,606.8
631,OC(=O)\C=C/C(O)=O.[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,"(2Z)-but-2-enedioic acid; (4R,7R)-N-[(2S)-1-hydroxybutan-2-yl]-6,11-dimethyl-6,11-diazatetracyclo[7.6.1.0_,_.0__,__]hexadeca-1(16),2,9,12,14-pentaene-4-carboxamide",Methysergide maleate,469.5
632,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,methyl 3-(4-{2-hydroxy-3-[(propan-2-yl)amino]propoxy}phenyl)propanoate,Esmolol,295.4
633,CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O,"3-[(2R)-2,4-dihydroxy-3,3-dimethylbutanamido]propanoic acid",Pantothenic acid,219.2
634,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,"pentyl N-{1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-methyloxolan-2-yl]-5-fluoro-2-oxo-1,2-dihydropyrimidin-4-yl}carbamate",Capecitabine,359.4
635,C[C@H](N)[C@H](O)C1=CC=CC=C1,"(1R,2S)-2-amino-1-phenylpropan-1-ol",Phenylpropanolamine,151.2
636,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,trimethyl[2-({4-oxo-4-[2-(trimethylazaniumyl)ethoxy]butanoyl}oxy)ethyl]azanium,Succinylcholine,290.4
637,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC(=CC=C1)C(F)(F)F,1-(4-fluorophenyl)-4-{4-hydroxy-4-[3-(trifluoromethyl)phenyl]piperidin-1-yl}butan-1-one,Trifluperidol ,409.4
638,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O,"(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid",L-thyroxine,776.9
639,CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=C1C=CC=C2,"1-methyl-4-{tricyclo[9.4.0.0_,_]pentadeca-1(11),3,5,7,9,12,14-heptaen-2-ylidene}piperidine",Cyproheptadine,287.4
640,CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=C1C=CC=C2,{3-[(1-benzyl-1H-indazol-3-yl)oxy]propyl}dimethylamine,Benzydamine,309.4
